,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,pc11,pc12,pc13,pc14,pc15,pc16,pc17,pc18,pc19,pc20,pc21,pc22,pc23,pc24,pc25,pc26,pc27,pc28,pc29,pc30,pc31,pc32,pc33,pc34,pc35,pc36,pc37,pc38,pc39,pc40
CRL,1.6907770015998207,13.336761248566612,-3.5118924365522917,0.4687386055869312,-4.513997662974007,-2.709413857360418,4.64110671795935,11.568466894116147,0.04321827756751756,3.4051787599133205,-2.2335147285315076,1.1006700770611741,1.1611164099761488,-2.374927028880359,-1.3178864557360652,-3.301529093408207,0.7705605892591194,4.308551804602514,-0.829150587632358,-1.2943251916774348,0.4321698716549205,-4.461130376605689,1.4875772746230425,-1.9465879603412317,0.8042418097383809,-3.585711235962082,-2.7924322015875114,-0.5389995682595313,2.1133211186349676,0.25141207774461455,-3.4061760486007087,1.4048146446278833,-0.027231940696521354,0.9059374421813401,-1.203177308402898,0.7629755613430196,0.6120992435102552,-1.7044438147870462,0.8309581372650262,-1.0806224179004877
CRM,2.1501666697025,19.252160775641602,-2.4429296062134447,4.114159795551818,-4.803314607716159,-0.4170873599769657,-4.5044896096970515,-3.652834190355534,5.429863428272455,-3.2845969837495654,0.1047807466649264,-2.5015833672489296,-0.8960797718427851,-0.8712106713710911,2.2441092744419366,4.237265146929818,-0.7117089065037959,-2.157715889796598,-3.662611255822396,-0.5500909623180771,2.608885313986404,-0.16898206785411393,1.869906034988907,2.063079170253526,-0.8165412115443255,2.585705022922277,-2.263164507700506,3.2956486960253866,2.595300345828312,-0.27366347284891684,-1.8756905088274984,0.30029979357987474,-0.5986221044046037,1.0684003642378528,-0.7151893297442543,1.8523354100584137,-0.02039849387238124,-0.36104357441012824,1.496470436247314,4.161656244374244
CSCO,1.5381149435911678,5.983735847703617,5.091151694038613,-5.729367685499647,-1.1743689643394806,2.8309895892647123,-3.9236645355672306,-4.928566876387825,-3.026199459904764,-2.1105635872216193,4.404545538374059,3.926753104272375,-5.739092846874692,-3.0235804340732204,3.586734898020848,0.5232845377750206,0.6123440837458657,-1.1521511741767028,-0.19527833306115872,-5.434484124079292,-3.6237495593605247,7.205329355326,4.865019158577601,-3.7741155969239943,-6.4043116893144845,-1.4429611758918721,1.4818507799379665,1.6001516209257263,3.873910806137225,-0.0597714686948312,-0.045308899684212395,2.4843035083441367,-0.7522484388887312,0.785902867397534,0.11224326063673118,1.3763445047608502,-0.0485332343661137,0.6579513613428546,1.899902921402803,0.5245713679721402
CSGP,3.0870398368569094,13.011303827429614,-4.8384298023117935,2.50102697383064,-2.786114049344987,-1.7734785796817136,-1.2026354652460172,1.649583277225158,4.042609976600643,-3.3623971009615623,1.344763563100212,-1.4330094090595342,2.828890364133544,-0.5556431457017996,-2.5750014419219256,4.0750066642031415,1.6731898945221992,-3.3588481874390217,-0.7106878679122115,-1.2842430317618347,1.8227469771417635,-5.097486314346376,3.7392482791649133,3.9609895883817727,-1.0180930395624104,-2.348025120878461,-1.8152370604712065,-0.8085468282043505,-4.3674559607379875,3.6037983888580603,3.783880800653881,2.4184537480685604,-0.5362024102093673,1.1721004459951827,2.3150154195165555,-2.4793592637882913,1.8584292522629065,3.028111772940919,-0.346248440436239,-1.925023849331059
CSX,-4.595428082729398,-1.2089446199523257,1.1475550779609616,-7.065934603811569,-0.562362927013262,4.635144361430422,5.648947095425732,-1.5107474762814803,-0.2273969993220211,-0.3165589975919267,1.441298078679704,-0.8491761513014342,-2.9251928155203335,-2.772626710315433,0.712023191851481,5.6958341034614275,-0.4920867130848402,2.6961063132707257,1.0930094095016722,3.3800857926846835,-2.053957486464681,5.528196250905683,-2.4802607753187456,4.289561789252709,3.661766894454143,-2.584978581679904,1.536800527391476,-2.8646459354202474,4.076439344165714,-1.0673829431272077,-0.08113028733861909,0.6221763593185596,2.0141427027656205,2.4847992303069866,1.8592195044090878,0.526430368997165,-0.37975290681217216,7.329352682964836,2.8965183993016246,1.9714364522164505
CTAS,-1.1537658684023295,1.037572348031674,-8.358159696686087,-4.0321699287409976,-6.116432225554121,-0.7271685624696025,5.186093103554828,-4.950667867161284,0.826928562561089,-1.7113899720021108,1.692462458679938,0.47838520816622837,0.9909137300351193,-0.5628704769738081,-2.8519095250865227,0.18493289631545987,0.936240150426674,1.2280333769339433,1.4274343312263933,-0.2874074465877743,1.069354621233218,-2.903014074282734,1.1820634115275617,1.4327745868661248,-0.4394003607916216,-2.0557310908086794,0.5578669404207449,1.990555836731926,0.9012292903865584,1.243149965268826,1.5672035363304575,-0.15029027509767823,-0.9555983371712268,-0.7229861236477138,-1.299919174625282,-0.8717857421869742,-2.0609098280116007,0.6824802968192211,-2.718806184560752,-1.4795712274138246
CTLT,2.880564158448986,11.360473476421452,1.139296087435182,5.020300597676169,-2.819623361614575,-1.9582659040591854,1.1051386296124288,8.508045133327991,1.8599288101658973,4.1092934093465585,-2.3853919526132956,-1.3795033271791377,1.5350211561237845,-2.0898489426723432,-1.3212885891797745,-1.0447515882966885,-0.6626758299394206,5.49513983052711,1.0393752853976155,1.7091366635630305,-1.6141159157809521,-3.032312737144557,-0.5201147858894147,0.7014913120385011,2.4583783407680837,-7.050733636731497,-4.7703571216038725,-2.4673352401414204,2.2503126280910393,-1.5471778195783965,-5.322071220857072,2.6358318689982236,-3.4073172512333096,0.9869453405888164,-1.6541579622052995,-0.5777113696778092,1.4927451308700834,-6.10343544108711,-0.2314585906682423,-4.332414395716449
CTRA,-1.9416195349270688,-6.514551276785291,16.775198424645815,9.163884691415188,2.070688072308881,9.277759035771226,-2.129669741398938,4.043658130536412,2.444860999774067,-3.4726859695806582,4.1998243415414445,-3.496329484049588,-2.039481738148898,4.723825371079876,-5.701724170918042,-4.34644282466191,-1.0796342801152952,-3.337017226987821,2.509729293891462,9.519671491327932,0.3010818608313465,-1.9609424795979975,-2.9318963471353947,-5.104145003704251,0.4443079033801624,0.799986576110272,2.547899116167072,0.9556472079211825,9.74188243925729,-1.4081644357078746,4.020027270617604,8.004103289127697,6.196474703703594,0.8827062395479445,-1.0050691395814275,-8.594258856286338,-0.17752376809975834,-0.8088964253618321,-1.6813804569793163,5.411711556555126
CTSH,-0.14065203667703652,4.159865559381837,-3.6522787718688483,-3.34487892087667,-1.7828373036032783,0.9388249987982603,-3.312036590160283,-0.9195507861938823,-1.8557210844749406,-0.6273823233814532,1.7210366035857159,0.8357890345863604,-4.2262363451393155,1.361359789689806,1.611346715677283,-0.42686250591713837,-0.42890577395365653,0.006472578653875312,-5.922150616527058,4.0064325754174765,-0.6851896640868915,-1.021406842943725,4.646907719452663,1.5235334111920187,1.301678984960913,-1.132162307199156,-1.1769705524007985,0.013068550795963368,-0.8782697141585297,-0.11224971584323098,-1.899847980561667,0.8085338639320907,-0.3531114688340844,-2.0045908175027702,2.8760027119138547,0.1417237612779164,1.1062187659116933,0.6630324013411744,-1.3641652834628177,2.670429989636364
CVS,5.3165469623767825,-6.657417001117945,12.979960214740776,-2.1844676992652827,1.0600654580126252,-9.42213284822668,-2.8472866871424647,1.8083333242711614,-4.055587438367858,4.36781967667028,8.661580523862728,2.274515253061684,-3.1422383981485886,1.3394756690116576,-4.460102680084538,3.0044139315820306,-2.7208153884909403,1.4312637453442159,-5.64157732662961,-3.2067622296726297,-0.5104630977678658,1.7100169180990823,1.7893673205656009,-1.014314332380611,9.055995114067935,1.7641735219134311,1.2952178602684123,1.6187100477311414,-3.3674448679931848,-3.605190582923508,-0.47888530179577615,1.6174283808186676,-2.817478232402662,-5.4872146772556505,0.34040793965947724,-3.1584948142420797,1.0167329933805453,-3.727071428262365,4.445074980659243,-1.8052795083838327
CVX,-11.400875666795576,-12.230481736309473,9.406188016170944,7.570268096945281,-11.111869523810855,9.28311600610445,4.74451340567628,-2.455492525522552,1.2751948845689118,-1.2907820629531406,-1.9245077710788971,2.025361585604622,-5.211273304439806,2.668295235218712,-3.0041761315294724,-2.7120712981360953,-1.2057110668963968,3.5983738975801045,1.4272199764585378,3.189808142508613,-0.6572958454810296,-2.8610477071922205,1.5526728079333803,-1.5036568339453522,0.731848619133644,-0.8106375294885266,2.527800978362538,3.0832560597160934,-0.5942531591937915,-0.6436573003392022,-0.4846215979206221,0.33435958976464475,0.3366090649058398,0.9003026773664036,-3.091386954428947,0.9808314412201199,0.8965864136208564,0.06481861454463052,-1.1254584787832935,1.510575760874089
CZR,-13.378725633058696,3.151467564874504,-8.271935819282536,10.748908605472304,2.3006825777059956,-5.92562968804862,1.8314656207391644,-0.9021512384657819,-1.1621549416920534,-2.262908716577065,-3.844617992448997,-3.8952284229776373,0.32486285005566434,3.557841561419044,0.3354329650846443,0.7029172851251946,-4.173086319775071,4.377511815072473,-0.8413071767021151,0.21469759723741913,-4.427772167510914,1.3717055416900659,0.18880653474167014,-0.14965310207166518,0.748612402058523,-0.3796095729545331,-2.3831631241007085,1.2155005123695757,1.1000877259454207,1.0752421092348994,3.2451708822468404,3.287476307689483,-1.1208999544145732,-0.6709267426735294,3.78473828709293,0.08734031995613364,-0.5896430689325608,-1.3939187874455143,2.332318592513663,-3.0627438122873736
D,24.627494104598362,-14.828415918305758,-2.979389383505522,-0.331204492368873,1.1051698975128599,7.019438189582204,-4.281601317599803,2.601524315298502,-1.454585912603422,0.5891857871933373,-1.7041073295280653,-7.926951380933917,-2.5203814799260673,1.6088785120641453,-1.3961518985332295,0.4311525414288051,0.03535781687019929,1.425159552024562,-1.4928367223233443,-0.10537448468013287,2.1692945874862932,0.1180526794433415,2.3768245617736055,1.2934734592087955,-0.7404748856958481,-0.21265238960549096,-0.19575399241726277,0.8466950231018469,1.389596182388793,1.631977164602831,-0.08842877300025365,2.3574160518473652,0.42421316920116353,-1.2376923692507762,0.973873865006911,-0.8577740847366834,1.781480237523362,-0.5111855854664901,2.215547396401277,-0.16452359377343348
DAL,-16.041205643897783,-5.173029415971058,-7.074088609364989,5.075821919603042,6.192504483234918,-9.551009195838558,-6.44823737236375,-3.7414744301653586,-7.268512803184387,-7.041446676043063,-2.686654933061502,-2.790571539355492,7.0738906477031875,5.892287987690355,-3.068250194669956,0.7814785031542659,-1.5455521581229898,3.9171067744969466,2.9309548451089475,-3.0964340937032424,-4.108723769065059,0.17196553235712023,-1.2062854756804346,-1.022327661325975,0.6187817124494773,2.9236057319155897,3.470315359347971,-2.327358079087935,2.8632212769159935,-5.265229268292015,2.2941690020795105,0.2427067664121412,1.1013375633138083,3.1462159460767154,-1.4385687877327225,1.2597834221961517,0.7317318740038998,0.4299021151461846,0.5515605817391331,2.24908630598646
DD,-10.005872076599434,-3.0805155257958945,2.3182595117906213,-5.406194506697661,2.4464531854019773,4.9119650073063825,1.7399189065438343,1.2540302449038274,-3.6188048399191772,-0.8982907492951284,-3.874889114396862,1.2144839644448793,1.108712747075939,0.2760930283711487,-1.712603753985685,0.760623686317242,-3.796063681511362,0.5441423924824681,-2.6353978754778042,-0.46042941925708014,3.5511172384725582,-0.7240422432972695,0.7434153751649665,-1.169042660593778,-1.0909065306538421,-0.19550101177446816,0.20993791629269734,1.8721880296729478,-0.5859599273650457,-1.6467362024672842,0.2792958764681385,-0.3805869151485307,-4.324985646411951,1.3402649865305778,2.2237376337561727,2.772061043562197,0.20459964910771058,3.1044944451621053,0.43459067653729744,-1.4375020075601834
DE,-9.152841427737627,-3.172943703194339,4.454523024660467,-4.256048076380468,1.7066425074203062,4.439033764762956,6.351888998043697,-0.4470453283026689,-2.7288186830000156,0.004732676281765408,1.540700019382998,-3.076642866087539,3.3439943053716026,-4.5203205018074994,1.6070510659599546,2.6327085436155633,-0.8689405050921988,3.152068045383682,1.272815412529669,4.191896803222876,2.4124376171964013,1.9910145426565498,-0.06499012120753919,-4.839072506661362,0.44517743277221405,4.964399638763792,-3.038861019015291,-1.304644828898637,-0.2707662753225193,-0.1395055425240266,2.2825129311426897,-0.3508751279709475,1.0173113709802637,0.7640495649478196,-2.541839520666832,0.4994456828491495,3.8246904979777714,2.109819557430009,2.3460895690469,4.046126892598007
DECK,-6.359103918015063,7.960965362398231,-3.0846461904270495,5.191353117434868,5.903276225498761,-5.843880206918801,7.494719203014088,-2.7531969190773014,2.8126751566404287,4.979891788207675,1.1718785406583203,-5.5822873275762035,-1.8369771794230674,-2.3605110199935857,-2.5707045014491148,-5.688274438750747,-3.3122477769153242,-1.0224017065490794,0.3914855382505349,-0.38424329940457724,1.722233440421236,0.03544557214030319,-1.5998501069769522,-0.749352311215126,-3.9793969255168307,-0.23848716716345936,-2.416804396950512,-2.0503580276366047,1.9341034889112942,0.4687540368135877,-1.0820438518020477,-2.1104934686100276,0.7450941384819969,0.7687608306273502,-0.16584857191889812,-0.8546153956539994,1.8378044720302573,4.653219268693706,-5.021551144791278,5.812618147809254
DFS,-15.095220904207206,-7.398807102820407,-6.051209158893346,-2.0340955722646505,-0.3340499717714349,-5.018729650518096,-2.385740192260448,-0.8604120745062275,1.417243329418615,4.544945532436732,-0.7073526413584221,-1.1996336734003024,-2.6929939449460045,4.876882447647427,0.4748522392464582,1.5160218895134243,2.973415744335474,2.024973998242581,4.219193595739052,1.1078451996183998,-1.1238813844330844,-2.7162269160411725,0.8133196708834107,-1.674324374763182,0.5884266963144976,0.6185914593435944,-2.717036406767658,-0.4442341946743886,2.3193944628387184,-4.824741090867926,1.0659111456511345,-1.1926986146001677,-0.42978464125879096,0.7050731099007429,1.7309019337384253,0.8322223195227716,-0.221182777067758,1.5630612667529067,-4.331766377837786,0.15969825872066043
DG,13.082561520047475,3.888608122012682,9.745398293462916,1.6427481414638463,12.114502322268306,-6.652812400725816,5.454036388894949,-1.6628132038506906,5.2372748414006915,2.9125671710355756,4.26967940240688,-5.004116063912092,-4.321564347470217,-7.442821796962221,-5.702349660791422,-5.573058116112487,-3.5471647319895845,5.605842975979425,0.571209753254328,1.1453931638947321,1.5901865460057822,-1.294903070793255,5.977848393386161,1.243842072550683,0.1706504612597319,11.640672727061343,4.502755388256878,-2.6941806393195127,-0.33493006356182947,0.7220506671379233,1.5790221000149638,-1.4606284010425088,-1.7006074276108203,3.742868844933048,-0.32513736570866025,-1.390366561529384,0.45252550217085447,-5.64516101530106,0.6141238498382395,-0.2525975375061039
DGX,8.724506051415212,2.007818623862907,2.8359746289851446,-1.8408761071154425,-0.9090280963749039,-7.1383873531146715,6.309468571372028,7.618552126322724,-2.7459095566981917,9.943941119605201,-2.070197499849077,0.31149422250143827,0.5299461205637994,1.7823851648194164,-1.149073295880364,1.6198662400453099,0.16577808700853058,-3.5482530994148918,-1.9047137390205453,-4.401825715260919,-7.331345054904182,-6.180862417128515,2.7479217953761435,-5.613015028227016,-1.8474523637023852,-0.4469019538041495,-3.9767427674228943,0.6873211449398258,-0.41606037430898324,-3.7349073739690684,0.9655116800932714,6.067424523499814,-1.2201833240004498,-0.5418219955507724,2.816410189514954,-2.0995035521558307,-0.37996992656178763,6.420435849112779,-4.256125256773389,-0.3522803247941066
DHI,-0.0011774554790610575,5.536869245689922,-8.557897464061087,2.5873821169943936,8.030488277240174,-1.4451453025586156,13.069761849109975,1.3457825566373087,2.3600657689989344,1.7885490033403582,1.3387397401757568,1.0635488196529157,-0.9328224410995826,11.66230295309569,9.797234236675838,-7.616494089214368,3.9645816445412168,0.4087526949380924,-8.551714187674524,-4.278469271509976,5.302865575694727,-5.090492780379127,-0.057090657164662384,7.591978986699722,1.3652497454268557,0.784601965768512,3.4750006647982254,1.0488471567616067,-1.931891436735308,-0.17533527445199532,2.6497173867931596,-3.950110895926578,2.51743179086228,-1.0282336270012764,1.0997930292815539,2.034144816008121,-1.301477117986182,-0.5636437730791124,2.881686364723159,3.43219578237374
DHR,10.248714048470893,13.49689343670342,-0.5026800366772871,-5.858566190628725,-6.450550357564632,1.2262173465017663,1.9487573084444987,10.879457419389746,-1.2625496586368254,1.0404155013055756,-6.316775037487787,0.15415182339480196,0.31542535842538716,-2.6661207493784747,-2.4442122881056627,-4.393757121349155,-2.3472773900764974,6.966069774329915,-2.4834344041901466,-4.545305621150289,-4.0435919733539425,-0.7119088522324192,-2.9808883842931015,-3.7532930223425924,-2.439286846309231,-1.7457610856340764,-2.173138325541177,0.6186618224781081,1.7314252288786238,-2.6154496792181425,2.1440741351459502,1.1651884854357963,1.6883063043716877,-2.319919835439059,-0.6312682084330299,-0.687744788439642,1.7187752645181136,-3.0479676431746525,1.3563724968434168,0.6983811330544898
DIS,-7.437463806551542,0.18891716714209617,-3.23141646949185,2.651182515965199,1.2898391159552802,-3.6725121359738244,-4.673009556159233,-3.851362367970137,1.360963597697111,-6.157104713042456,-2.68829208815511,-2.545465238090003,-5.86100220697574,-1.9437833498798103,4.1440246494300075,3.5217276301563034,-3.3141107329948616,-1.0306029641974621,3.8972283498836755,1.1076200240085945,-2.854716726240341,-1.1752951132380578,-0.07775464228824662,-4.6081505248048105,2.2532806733495887,-4.257806916761484,1.0945211120661926,-2.9694098114120795,1.3463371249593563,2.967283343466064,1.1993940774818925,-0.9422255407123852,-1.228419938846239,1.1586832916275511,-0.821222891470015,0.6499441145595855,2.799363847033882,-3.1449698431643536,5.445436229459915,0.7992276929294957
DLR,18.416640497702318,2.472649008384691,-6.560386253548691,3.092216459677094,3.529579603224897,6.699275682593752,-2.5741615930078026,5.853052909032715,6.001450253499317,-5.73218688283958,3.2896387882369407,7.695915865456194,2.473240012455323,6.999026475104839,-0.7078384553592865,2.6888603344597604,-0.6903871904197472,-2.510625541972312,-2.4125593511039494,-1.3006552443345818,0.9854026104860745,4.273452059837724,-3.3354670767972845,-1.3745260089086133,0.17406162903846484,3.7271877548437713,3.945651113273201,-2.283701413932375,-2.921061435423285,0.3821290043085593,-0.7917454480661125,5.429176336672078,0.5383113708712034,-1.0771428651244586,-0.7535648667746516,3.5911423150233825,2.963775078667608,-4.928744109361977,-5.533003094056344,-3.7363549737752435
DLTR,4.864344693807349,0.036997342308297154,5.328564452063812,5.047080015636651,10.200873177540537,-7.532352288321548,5.031152743862614,-4.820758405507107,4.870051043520969,4.747829318383344,2.2772986683047147,-2.637306189550095,-4.097985594204628,-7.259133076501592,-5.860195454276272,-3.1894951708668255,-7.134936111737943,5.224008310959306,0.10518134413977541,1.1418663610436706,1.6932583264399037,-2.420896837612093,8.100215600608454,2.9579872961066314,0.42542213259429645,7.747392413955856,5.583595147755778,0.6504342755399146,0.872751181888175,2.14213570500059,-3.1282776627896043,2.405478893437794,0.05767860193282084,1.4911796158078368,-1.9753295230327967,-1.106900759379681,-1.1756599895059094,-5.776632709982455,0.9604207653918492,-0.3510584185208684
DOC,8.437667462030419,-11.614730328402752,-14.204145958159355,9.661195232957134,2.6236427396231274,1.6205157914998074,-2.681030515352854,6.948524977955751,3.9531208266575577,0.41404355377187085,4.630885914922387,9.02281825770945,2.5132044086993863,1.6454689036404777,1.1694428387986868,-1.3585261660272174,-3.9254105706705906,2.881052704453607,-4.048410554343731,-0.4763086414063277,-0.4075633036284882,1.5343370287488405,1.752739809492943,1.3239207998064844,-1.0180664104430346,2.100607917310362,-2.5604162643045836,-0.17419782439951967,2.3589267855301665,1.8215869934461533,2.424095351264237,3.8935531669823256,-3.558002516673962,-1.49888053317108,0.5326972445549961,-1.2032199726664294,1.5906810856172466,1.3984675038579106,-1.0055256024594972,-0.8368663549491522
DOV,-7.552492602645629,-2.816322620741448,-3.3272335984755292,-9.436864539416032,1.993616141281443,6.576231625317021,8.288946268518286,0.3683673266376918,-2.0320966038647623,-1.5732681309318222,-0.9650120678401045,1.0603254498001349,1.6857643179632684,-1.5967750173022726,-0.8710220240826437,1.9269382829114547,-0.3844854089424053,3.248585321442751,3.2783083611554096,2.498352332219403,-2.151057383447538,-0.5685019593440184,-0.6111930816161937,0.24934160122822918,-0.23640491975495065,1.4772147447486839,-0.8590778053945264,-0.8045597698191734,-0.3377905040882684,0.9586481814307499,-3.7662847295836466,0.8009747059123238,-0.015390742306184054,-1.4740859999834466,-0.5435129184877135,-0.38825085160889644,0.8195440763853264,-1.498284659576652,0.6352940314421202,0.0614298663019956
DPZ,7.83022425399991,11.72197798914705,4.88188335783527,7.271850225448093,5.327560594424309,-5.003700736305613,3.5128050025543724,0.11663144840585955,4.577005231121733,6.005387060757226,1.1940800861101188,-4.740721919924011,-1.3731166138695639,-5.454235184328039,4.0292683455995615,2.116731337906727,-0.3119378243591953,-3.4649779402022998,1.2633511840761453,1.4248555971423118,-0.8965451955565681,3.750007513250343,-1.2546315967232227,-3.412831977347664,-2.4472748623241163,0.14229029815993371,1.357460979009402,0.3878523237528774,-5.13672098802444,-5.604853864287085,-4.775337179395238,3.900122588329439,7.488551100309109,3.878626908344522,5.492936577301014,-1.4301360680192143,2.258167370849816,-0.994549307589569,0.41109179619471975,4.2766670138841905
DRI,-10.321890637029703,-4.736541182377565,-9.531061921181449,7.69114372167671,-1.052862319375082,-10.46520726708762,6.37087515959685,-6.510743231673634,-0.5780977267490556,2.5035865634485126,-1.8267351528716516,-1.0481397481962698,-5.980690018849258,-0.8322925407352376,-0.09737219594437656,0.21315372886365103,0.7118207994983321,-1.3510066358611856,4.034812623564342,-2.0434863983813,-0.9027729346762812,5.263572551135194,-0.6588744343804321,-2.3144681581718,0.18062098344482858,-3.1646627126685574,-1.4316849015148503,-2.589850174398375,1.2396323956247066,-2.608606593398017,2.3043321547806954,3.550874052359264,1.471660853379563,2.377506803338636,2.7211634125504642,-0.32598108611234267,-1.2180026386915035,0.3333390409136731,-0.9823859677992255,0.24502699968622899
DTE,14.51674878738466,-19.233258935916425,-11.086024571427897,6.4107951641790715,-3.9644078609714826,4.943748579458656,3.95858175818182,-1.648270003539135,-2.509726146642176,6.5665927693509465,-4.507399610055317,-3.24017242657103,-2.1087236832511667,-1.3608769282947486,1.5861156293130536,3.2213104201743925,-0.27627157982507117,0.920945132720494,1.3744016543609567,-2.734340475953689,-0.6170513010053016,1.2501607663995844,1.5616271932888348,2.5050732176019928,-0.6960252467517917,-1.4864939282582805,0.47076246404321653,2.741893600579717,2.2486752301051873,0.87877265482424,0.5603732982653983,-0.8123386171522018,-1.0434986598615907,0.19542831669594735,1.2254383417602197,-1.2182685821669486,-0.1510861354249968,-1.6626263149262013,-1.3326861856798426,-0.6145580465923858
DUK,24.239722975905234,-18.370243503484353,-7.298853905866393,1.6811134168347264,-0.5363497825934234,6.695485613032993,-1.6915833043069177,-0.750407871820437,-4.384197565188984,3.737968920921656,-2.1816380863702096,-6.455342015455898,-1.7335063147314844,2.1039498771873655,-0.05132863999994408,1.300487036835382,-1.1357822507369495,0.1811689151045804,2.3429339820223753,-1.3123513242182905,0.34891016364489713,-0.7839695159657745,0.3455111233203293,-0.4126220116023946,-1.1029609148441033,-0.02442201070844554,1.135561550196651,1.6187144070410735,1.9086595150894463,-0.032128729989797065,0.5703076124021083,0.23968241458870593,0.5176265137871133,-0.01784448781723933,0.3334403874957677,-0.05016665201768558,0.16290297423467642,0.0736492271941071,-0.32007868446389004,0.49488842956514867
DVA,2.753242050980239,-0.31393585698756354,7.707304392131166,1.5841975931701533,3.1915641386293645,-7.977746085577182,-0.7244314226958669,7.149960269374554,-7.057066433215285,-1.0889918844532618,1.4494746060306765,-1.1223120173198058,-2.859022110752075,-0.4498266070918653,-0.5885221531443583,2.31078510142872,0.560219373983687,-7.743140352602175,-4.418915106889682,1.7046633313742576,-1.3032180359601562,-4.961974894225384,-5.218651796834884,0.6447284668484374,3.644790258007278,3.1730070644302972,0.33723530886417047,-3.171690607163387,2.788350045544372,-1.0336085353295486,-0.1220678553429933,-1.5713738189596937,-3.9082808182917943,-4.329101203677746,3.3821907514168306,-2.8028050128966964,1.6737661070820111,-0.058310671204555894,3.720617446293088,-1.2647929154876867
DVN,-17.340735991380953,-7.387051607489394,14.716392447852025,15.132914148032315,-8.018965728450208,12.003137193665605,4.101495903968154,0.3460229413862003,4.447770514436158,-3.499508323295378,-1.3175526714545163,2.6752004748677924,-4.933591396556305,0.7911704387382006,-1.5043621110946324,-0.837619145186967,-0.12941383365833506,-1.5221502154325124,1.5862206617022254,-3.1753453645476926,-3.4661596820536955,-1.4390322039348544,-3.1956613184366875,-1.0346569219547692,0.9581505467794195,-0.7617969667564767,-2.289609598742997,-2.012337653911686,-0.7193129181112087,-0.27846562000459757,-1.2002062110948604,-1.309157087614444,0.842400516540949,2.2636776180029914,1.5187427794624264,-2.068825252083983,0.04441232794949329,0.004990151477387621,-0.07808210375772841,-0.3390792566718011
DXCM,5.625779568272466,15.381670927914872,1.8271569296331531,9.684060305582777,-4.031579045142775,-7.586289315331326,1.9083693319113146,4.330017317911906,2.188605217155417,-0.44719258924885075,-1.3427478010394107,-5.554539950228198,3.1370748753635898,-4.739945141323481,-0.8857772068230187,-2.8763404173117997,7.074454764576868,-6.029783161434841,0.3624568297966023,1.6601094632545839,1.4722099043253571,3.7119395076966994,-1.1539789174113477,3.7471035722019344,-3.684489493877435,2.440914398668703,-2.5451387168326693,-2.7202598964467657,3.065941296449978,6.917442065347498,-0.6288061313913145,-1.8022468785767958,-2.6777391267977593,2.878086070575531,-0.4858648251602057,-0.9736910814423474,3.1074692876169516,2.8006318077491983,-2.714645402198296,-3.773459868085273
EA,8.956118359178674,13.818894393249845,8.045013942581505,7.3243895301677995,-1.5446753143770273,0.48014713263424025,-5.754693237189965,-2.949529586750674,0.8536883229996405,2.01584724815084,0.7933879336034968,-0.06176157477203781,4.084073105097071,-0.6891911399548475,6.408565878481604,7.048304657127611,-0.6972782236216085,-0.675374043958655,-2.6906524791885262,3.7765607687547575,-1.603805475149437,-3.7319062800447815,-1.472696650763632,-0.8322058039459157,-1.3556880654942478,6.081922772385068,0.904428150637138,4.046130575781184,-4.890912859720247,-4.197101842591405,-5.946349515544429,5.965518220681268,1.5077204320362227,2.4992067649343093,-2.047604743765147,-0.9234464194748461,-3.7588435562506546,8.656564383490249,2.4707659691765342,8.056534597735016
EBAY,3.0767349138509625,11.802957410109558,4.432239729481154,-0.47992201044563254,5.172455414009377,-1.5973069599607939,-3.038841478900371,3.8116617594965967,1.212066844819927,-1.36217335478357,-2.1361405260104807,-2.882996008784045,0.3194216415813098,3.0246548902413517,0.13460423678915723,-0.12828356505897542,-0.9584945308082014,-0.24807429337085804,3.097480551228342,1.038737078452847,-2.2084514581741943,0.8582971958270277,2.70645037369487,-1.3771114841935521,-0.4780978410312715,3.175117965895392,3.3500775939233587,4.6872328277747615,-6.15642662035997,-1.6554219486143753,2.4538858358990288,0.23346405725404076,-4.70294833483454,-2.4842983918124326,0.33009964732637115,-5.693734618101619,-4.378726135792825,2.806781966917124,0.9930879150932,1.974960239173292
ECL,1.2542703501869097,-0.9378086599836496,-6.6759042274731035,-8.139592419674807,-2.412962504122595,0.052980303110833696,3.0029986164013183,-2.0147621927418085,-0.2785904874609094,-5.766836146951616,-5.894254368794744,1.1937818871906736,-2.3005366539971144,0.9180027083415576,-0.795355248794377,2.0457611743078794,-2.5006221223127683,-4.918001582713759,2.920193844852937,-0.716883527721237,3.5111917208810164,0.346331153382772,-0.07811326937228302,-0.8614312949608685,1.9455392591586,-2.229179455147633,2.851189779133349,0.5990007018623246,-0.6154312361647055,-4.1301490359155535,2.8054999218720127,1.282108371887576,-4.90901665441704,4.308365288625274,1.0929077916863392,-0.40181861345855174,2.557649327427047,-2.5039123629747784,1.0869114936775386,-2.5796654554847387
