,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,pc11,pc12,pc13,pc14,pc15,pc16,pc17,pc18,pc19,pc20,pc21,pc22,pc23,pc24,pc25,pc26,pc27,pc28,pc29,pc30,pc31,pc32,pc33,pc34,pc35,pc36,pc37,pc38,pc39,pc40
ALB,-5.95088272272143,3.5535007952458018,1.0732430862046427,1.6301274472020364,7.132262308234284,9.325289388062568,-3.201049798393701,5.334280778364407,-2.51705443115296,-2.789395909335615,-0.041979694257575806,-4.700549684050157,3.138467463813803,-1.6874959145997044,-4.626311647939896,-0.26209562026379596,0.9317193880822024,-2.565567403469697,-3.2393316349666375,1.4824744447661844,5.93436966723236,-0.11985483872594535,-2.1433286663156905,-6.615477425319964,2.2457160398636367,0.507406155613781,-5.562039535060009,-0.39043734977842287,-4.763020410344739,-3.1575103661533572,-0.9629911971832252,-0.9353283325210932,-1.6222504886991962,-1.8474317078211766,-0.8044123043497369,3.225365390429804,-1.7327327783246012,0.15652599153076258,3.0361328604385274,-3.529953387012628
ALGN,-1.5125206570333931,11.429405539178914,-4.742567013853072,5.426599427975483,0.20880554577224567,-1.386763845089754,-0.6428600217458724,6.113278175819654,-5.498945181960642,-2.5630800692126665,-2.669886441707303,-2.2808901021879735,-0.10358889868903011,-0.16347013471891542,-1.3625330871794785,-2.5560590051548138,3.97057188609973,1.0414580514107283,-1.1498381726009461,1.6570657186815712,-0.14357001887226495,-2.3830200835631064,-3.6797337478331773,-0.7318467596944351,2.1562941718230917,1.6536942253084257,0.8549903058906013,4.860800019897045,6.4611622112001434,1.0324830765687598,-2.2173711032003247,0.4426141937961448,0.009904225119013167,-0.5918001127680168,-0.798536106594593,1.2672276915913685,1.4211878266066502,3.5732566708448408,-2.948530854157515,-3.527960843920327
ALL,-0.06442990222943298,-10.683234765220323,3.058665428615069,-6.59570512883077,-4.479181939028,-4.737368796536584,-0.003757409835894849,-3.7055787095252803,4.849381628074488,3.3361434147033133,-2.2585974169622496,-1.130062907613632,5.563459088378056,0.8941869435694623,1.6014220251973597,-2.4129342934458324,-1.64898695299671,-1.453669853658504,-2.3121789789776135,1.3261458906961112,-6.528518713411542,-3.623094890720047,-2.9423230105954237,0.25479505034094097,-3.223062258746105,3.8193335354951823,-0.08052666653635018,1.9429492823143053,-1.3452711646190842,0.3890767535206244,2.1499426861222077,0.41238277311779814,-2.5446427659954174,1.1611707634555508,-0.6462086233391864,-0.06083489219114639,-3.121630810307547,0.3050573446376171,-2.5093284610270845,-2.4709082969129263
ALLE,-1.9569263799326795,0.0007468187774859864,-5.215093893894145,-8.33643448009991,3.325247104822697,1.870682026911064,2.2589237920613434,1.0087210513036515,-1.5853823473553108,-5.041719969681119,3.5745279731668895,2.55526750334564,-0.12721927191858434,-0.8897723711093418,2.4009683334968424,0.17064123300127032,2.8119900293851696,-2.5158451520613454,2.9814867571177386,-1.3185427871777011,0.47001684566313184,-6.248715440447062,2.46423276844071,-0.02521994344950902,0.5287371548042169,0.48039513490759933,0.5348801620630255,0.10210794035341846,-3.188051765691371,0.015399603916389847,-1.5586655608233977,1.8126986979123498,-0.7569078561471385,-0.30846734535660886,0.38669774308825783,-2.061296686673076,-2.50116276272263,-2.366680756253297,2.4198115292067657,-1.6033436692522942
AMAT,-6.214086105242136,16.92839534899703,-2.0974802274996747,0.5078246247419844,1.3647615205703072,8.509169251288858,-5.973069320507889,-8.402497006347074,-6.583767327432271,10.303380914816183,4.559108343405664,4.897766357109661,1.0395073183804293,1.5106935505777999,-1.1258387026301966,-4.597365911460724,2.990576278197934,1.6326644448915855,0.95455975146448,1.9198822649450995,0.04004076933229992,-2.2105505102454637,-1.8312258970614648,-0.3658327306348818,2.1628592015660786,-0.055659909422106836,1.914037445117923,-0.9128316508429476,-1.1257308507730353,-1.0999785828701159,1.7940144100886855,-0.47352751424771616,-0.44880862322837606,1.4600274778854225,1.0791191387222696,-0.574521701534332,-1.3477325733414685,-0.8268545938714151,-0.2857069810828124,-2.5708318860521535
AMCR,0.4588125260786092,-5.373536370158989,-1.7288153952640715,0.7092633472199845,2.8117309802207857,-0.015395328908241237,3.89064870195344,1.2194830827419523,-0.48304300792727567,3.310583502343911,-6.189112446394489,-1.6730514439393656,-2.8729722943112384,-6.734490844931284,5.652377017994309,-0.01679938295554716,-2.469120779974071,-2.695564497758878,-2.4512203080995896,-1.3056294270568758,9.943240972928304,7.099156131362392,1.2752388071865621,-3.216921892894572,1.409510893329785,-6.611897092051692,2.286307571344116,2.4319941828138614,-0.6358990560442798,-1.2853072242062615,1.0663920327427732,3.3518339501156094,-5.416940836879779,3.7941205552426127,2.3365503363072437,6.032303214327091,-1.898068409064745,-5.646803930430731,-1.3087661223120401,-1.3415960341061601
AMD,-0.30181607040566966,18.14565183608683,3.355142102943665,6.484653806778443,2.4993327718486564,4.298399703186392,-4.732851305924379,-4.177914074623007,-0.41854201019396714,4.691515828764394,2.4324181624407593,0.08279305791736442,3.5866971634064173,1.5223753758577943,-1.2650915802499323,-0.6751659504828509,2.8939090546770623,-3.1912858230911216,-1.3904531737769779,1.1952642026875802,-0.18149155540667986,2.4777131014146025,-4.8922613454608435,0.44393939390841314,-1.5445118747696238,0.7920359902444325,3.3142321951073437,-1.6527938811048917,1.2404955142371992,-1.482440972784821,2.6332892156114998,1.972619191775904,-1.6563183679596785,-1.9146918149749421,-2.0488374408947005,-0.7816444990775093,5.446036513503994,-1.871474544597062,2.9598576559652763,-3.347730033335593
AME,-6.060256821126412,0.6203449641987234,-1.0876067262503926,-12.236615856339006,-3.370273964629279,4.675162261627452,7.959600523709433,-2.2155376291632027,-1.6970862214617064,-3.1129878279427228,1.2251069604387117,0.9290351467907983,-0.34057619887610335,-1.6765685594746784,1.1917442450242326,1.345455499869634,2.0129785784576857,0.044661194899637394,1.6577313840899777,-2.1386751588652646,2.89241611059243,3.772730882713562,-1.6996553244103796,0.09358754954563836,1.0593593931846035,0.5605717646342918,-2.821005419464711,-0.7378849110504244,0.8866302172547826,3.4610088319576957,-2.298805371413501,2.155829732457231,-0.9604566305396438,0.7379240629623772,0.4994172107042755,-2.082041248162534,-1.2985344101585377,-2.408282446521464,3.323563364743708,0.17496488065807367
AMGN,10.416824528332011,2.8993328798501365,13.282713532647957,-4.3025704792981205,-3.858221687367169,-5.179890965043274,-4.226194748463364,5.297882617259074,-5.352492977989773,2.8257231648499057,3.3236486073517413,4.117924717409797,-1.8813325163686037,3.877037739840594,5.153372941763897,-0.7858474894598093,-5.811738348819709,2.8429432273276136,8.853624072737787,0.16479458665704858,1.6281868284508119,2.977809616808658,2.8424353915975233,4.526196740455383,0.194274873651009,0.01704781336308141,-2.177996630732201,0.8316130798615107,-0.6501474233712947,3.834829222885004,-0.2859103127240317,-0.44290079867379273,0.8861927191595446,4.0322694294336365,-0.6584010956801564,1.1497432133671812,-3.1498031668084256,0.02208816091116717,1.0654998175157642,0.2655014349736405
AMP,-11.908771936009366,-3.385556960389789,-0.3674743456520237,-11.501810801522042,-3.4044113048215547,0.13921733195343,-4.775377337929073,-0.42065316568700667,3.7410700491354514,2.8245433668833804,0.868675141086476,-1.7824584435290887,-1.4884019646182718,3.445595044374256,-0.3802872115382758,-0.7460608442258686,-0.10715959741290879,0.12294121566423989,-0.2523188371193239,-1.4555875488073713,1.9668327132342631,2.4269622691057915,1.6330838824204215,-0.065652976657117,1.7588257587483942,1.1240402488736407,-2.618061528291969,-2.9992754959000396,3.9564240828259845,1.337472538998188,-1.3619276714339932,-0.8941479441417016,0.29269690006075194,-0.5998238242170574,0.2504830465889759,1.4269202473581442,-1.4549953815762542,0.578210566318309,0.8952090009856423,0.46426154346786686
AMT,19.44235310269268,-0.7412083939762089,-8.726152620873828,1.475131976187728,-2.059013085740279,5.621058496342467,-2.892809474408988,6.736749574271141,6.072883477046871,-1.6881760962739272,-0.4112789896516052,6.248796551762798,1.6964071819977513,4.872875718769532,0.33910216073784966,1.2253638786377767,0.9435102939482918,1.0310685419661063,-2.2936159324151286,-1.3418090187566463,0.9224494492225064,2.4592001967714614,0.5123389640841893,-3.1641134699307267,1.5961802381570744,4.93665755366739,3.827970343927585,-6.20820243041581,-6.9622589176688985,3.009775770135335,0.5927967938589003,4.678716458716159,3.6026362450671168,3.5745572301029274,-0.8420392397157352,4.970063967479678,-1.690282393416385,-2.4598078386435804,-5.689871006441515,-0.03305045786689523
AMZN,3.33658007941018,21.95889264810768,0.8547059849022371,6.4106991307383465,0.6386870912874707,1.1314603034719404,-7.29131251617571,-4.410720217073403,4.794485809344794,-3.2486576663386764,1.0848556492549173,-3.1826858967634557,-4.255027870629739,0.03253887004040907,3.5383378648045527,7.150856187024071,-5.570612811682917,-0.251162576869131,-2.724573151589768,-1.0039756013615886,3.1842381372061213,-0.2988542295582505,-6.472459339796709,0.39025317811396626,0.2972543501887384,3.02563677663807,-0.15686766535502727,8.219838361717471,-1.5133074818244026,-0.22822989850807837,-0.8815680274335824,-2.012985474060577,1.6847904754193104,-0.8395388124702041,-0.44581112941901113,-0.8321563138556011,0.5708608522777483,-1.6114904024576793,-2.0847913591323484,-2.647237933956642
ANET,0.6019379510874422,15.751400131270898,2.583281654068635,1.8723937937260542,-0.19677410640189824,2.7298903493000757,-3.589919404524686,-3.7684663726046836,-0.7154699690732251,-0.9804105973006968,6.252573546570913,-1.1279129112944228,2.049399308596595,-0.4744418624285797,0.2652827943181072,1.055026664811751,5.197651287095373,-5.983643701908858,0.8194506897894103,-3.2512919519571613,2.114062304085631,5.829050483991501,-0.787302003426973,-1.1038997181751329,-7.8125083068312176,-0.9662491548555606,3.2248541467088434,-1.5916666903938992,3.377933444579395,-2.621113492251221,-1.1483472498326006,2.140930385427357,1.860829143412014,-2.8778984350539476,0.6556181528603283,-0.2964537265490642,2.4431230802873314,2.421188475174245,2.0379267216930415,2.0663393763320896
ANSS,4.251882502340853,20.382544801973268,-4.395925143679117,-2.378387545955308,-3.5235525570232764,3.0527145315155977,-4.643115619756923,-3.215011165141644,2.158175595684968,-0.986071014582299,1.3598707354653226,0.2925202862677691,0.5875599185192222,-1.3581611550463446,-3.284333864381374,0.8486893965588469,-1.2106148003850827,1.017415778468859,-0.8719302342984211,-2.523360269226162,1.570135982444114,-3.4785623646813524,-0.10553437896600082,1.5512402588913334,2.7459991189735518,0.08752397649879441,-1.5253186796527582,0.019420808309860958,0.4146224772406912,0.9724314553919967,0.5900712901482222,0.23842625951955831,-1.562556587025315,-1.0374722238120546,0.32577006403680087,0.7575531399755242,-1.604424920801568,-0.24329980846543964,-2.520140059176416,0.9082062310925345
AON,4.274031471461651,0.3836725133367593,-1.201920247868102,-5.410297125392281,-8.369716754054814,-2.1499000772866457,2.482228021158361,-4.695525263506231,3.6465271887292383,-2.745828994757813,-4.7726424849683395,-2.8064817752169295,4.488144265794958,4.977767540281685,-0.8088575910472963,-5.418025449762622,-6.415479197210024,-6.82106328709938,-0.7655073458904733,1.0331107521067049,-9.015390444397502,7.214585950176823,0.03226146754703906,1.0040732667139893,-3.2146605169574447,0.751341740482143,-0.41274582375745567,0.8616480447097281,-5.105964259456399,-2.62508672621211,2.7616972266483577,-8.429544797125576,-0.28434377486148327,-1.809148362592718,2.765373642399556,-1.4053523160936996,-5.063515149611071,-2.0860938406412193,1.6520866867429607,-3.093779491734626
AOS,-5.0066596460937,3.933599366471905,1.259920895754065,-8.883313141850737,11.035426362556281,2.680118770720939,6.048687266373548,2.667157186567377,-1.7610778748861127,-2.5626524724682387,2.251651802645721,0.5169549105747415,3.1713866823646715,-0.1208120238604218,3.161020780059301,1.1690429271564282,-2.164833996852959,-1.4530034640123053,-0.7584702277038634,-0.8631000242713869,1.660139370252494,-4.350785853404726,-4.261565443157305,2.007285413629736,-1.951204469337027,3.2967068244103057,-0.43145462651542593,0.07274379801899272,-2.8550113668668553,0.5901834830752654,-2.290670354107478,2.6852108204008673,2.7295602412276394,-1.6774868487450452,-1.6657190513537357,-3.1590461156072727,-4.591267568940274,-1.2993140047255085,-0.8521284316764867,-1.3283749272458982
